City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,San Miguel de Tucumán,AR,1667878648,-26.8241,-65.2226,71.6,49,40,4.61
281,Newcastle,AU,1667878760,-32.9272,151.7765,73.65,64,40,16.11
282,Licata,IT,1667878891,37.1071,13.9461,60.24,65,1,4.36
283,Ancud,CL,1667878661,-41.8697,-73.8203,52.84,95,97,3.24
284,Dudinka,RU,1667878433,69.4058,86.1778,-9.38,100,58,2.37
285,Hambantota,LK,1667878856,6.1241,81.1185,77.34,100,75,5.75
286,Puerto del Rosario,ES,1667878891,28.5004,-13.8627,71.35,83,100,12.66
287,Omsukchan,RU,1667878892,62.5333,155.8,-1.91,90,65,1.36
288,Andapa,MG,1667878892,-14.65,49.65,69.57,71,27,1.36
289,Blackwater,AU,1667878794,-23.5833,148.8833,84.6,29,30,1.32
290,Hobyo,SO,1667878892,5.3505,48.5268,80.56,72,30,6.04
291,Mount Isa,AU,1667878760,-20.7333,139.5,100.17,14,0,12.66
292,Borba,BR,1667878893,-4.3878,-59.5939,73.71,96,93,2.1
293,Margate,GB,1667878893,51.3813,1.3862,59.9,78,99,11.99
294,Vigrestad,NO,1667878511,58.5667,5.7,53.28,92,100,16.17
295,Gouyave,GD,1667878894,12.1646,-61.7296,79.57,89,20,11.5
296,Conde,BR,1667878894,-7.2597,-34.9075,74.66,88,75,0.0
297,Itaituba,BR,1667878894,-4.2761,-55.9836,73.53,97,97,1.77
298,Talakan,RU,1667878895,50.3167,130.3667,34.21,54,5,4.54
299,Canmore,CA,1667878859,51.0834,-115.3521,0.88,78,100,4.61
300,Mildura,AU,1667878649,-34.2,142.15,85.06,39,3,9.6
301,Sarangani,PH,1667878895,5.4033,125.4636,83.28,71,94,1.97
302,Sompeta,IN,1667878895,18.9333,84.6,79.36,67,46,5.32
303,Vyazemskiy,RU,1667878896,47.5378,134.7525,38.84,48,100,11.65
304,Naze,JP,1667878426,28.3667,129.4833,74.32,58,5,8.99
305,San Patricio,US,1667878783,28.017,-97.5169,77.07,86,4,10.29
306,Ostrovnoy,RU,1667878854,68.0531,39.5131,28.54,95,73,4.94
307,Puyang,CN,1667878896,29.4603,119.8861,74.03,49,0,4.99
308,Lebu,CL,1667878744,-37.6167,-73.65,53.06,86,100,9.26
309,Māngrol,IN,1667878897,21.1167,70.1167,81.07,52,0,10.47
310,Inírida,CO,1667878897,3.8653,-67.9239,73.54,94,99,0.87
311,Chokwé,MZ,1667878897,-24.5333,32.9833,74.37,84,100,5.97
312,Pangnirtung,CA,1667878605,66.1451,-65.7125,5.54,61,64,6.22
313,Lichuan,CN,1667878898,30.3,108.85,58.8,68,98,5.44
314,Quatre Cocos,MU,1667878898,-20.2078,57.7625,77.09,71,65,11.54
315,Padang,ID,1667878899,-0.9492,100.3543,82.45,73,100,3.76
316,Kavieng,PG,1667878740,-2.5744,150.7967,84.47,67,100,5.39
317,Aklavik,CA,1667878857,68.2191,-135.0107,1.51,84,100,11.54
318,Souillac,MU,1667878767,-20.5167,57.5167,75.58,73,40,8.05
319,Sept-Îles,CA,1667878673,50.2001,-66.3821,39.06,83,20,11.5
320,Falam,MM,1667878899,22.9167,93.6833,69.91,49,0,2.68
321,Porangatu,BR,1667878900,-13.4408,-49.1486,72.9,75,72,1.79
322,Yabēlo,ET,1667878900,4.8833,38.0833,58.66,79,98,5.82
323,Lunca Corbului,RO,1667878900,44.7,24.75,51.87,75,100,5.19
324,Lagoa,PT,1667878676,39.05,-27.9833,62.65,70,100,17.54
325,Petropavlovsk-Kamchatskiy,RU,1667878901,53.0452,158.6483,32.59,69,75,4.47
326,Kuzhorskaya,RU,1667878906,44.6751,40.3103,37.17,73,99,4.12
327,Wencheng,CN,1667878906,33.0559,113.7978,67.37,44,75,6.15
328,Ivanovka,KG,1667878907,42.8878,75.085,38.93,98,100,3.69
329,Keflavik,IS,1667878907,64.0049,-22.5624,44.51,87,100,14.97
330,Puerto Escondido,MX,1667878777,15.85,-97.0667,81.43,61,40,4.61
331,Dukat,RU,1667878907,62.55,155.55,-3.71,83,75,0.56
332,Margherita,IN,1667878908,27.2833,95.6833,77.18,53,2,2.77
333,Lerwick,GB,1667878908,60.1545,-1.1494,53.6,95,100,26.13
334,Linares,CL,1667878908,-35.85,-71.6,59.13,51,99,3.58
335,Cap Malheureux,MU,1667878909,-19.9842,57.6142,77.47,65,47,10.0
336,Tuatapere,NZ,1667878909,-46.1333,167.6833,66.06,54,65,6.29
337,Kayerkan,RU,1667878909,69.3497,87.7602,-10.48,83,96,4.79
338,Lüderitz,NA,1667878910,-26.6481,15.1594,61.83,84,54,6.06
339,Canapi,BR,1667878910,-9.1174,-37.6012,70.99,90,98,5.46
340,Dali,CN,1667878910,25.7,100.1833,63.79,46,0,2.33
341,Mil'kovo,RU,1667878492,54.7167,158.6167,28.81,82,44,1.88
342,Tulagi,SB,1667878911,-9.0996,160.1476,84.02,71,11,10.71
343,Kokopo,PG,1667878706,-4.352,152.2633,82.81,77,97,10.33
344,Takoradze,GH,1667878911,4.8845,-1.7554,77.97,84,95,2.21
345,Zhezkazgan,KZ,1667878430,47.8043,67.7144,26.58,80,100,11.18
346,Maceió,BR,1667878762,-9.6658,-35.7353,74.64,94,75,4.61
347,Pringsewu,ID,1667878912,-5.3582,104.9744,85.8,65,100,1.74
348,Sal Rei,CV,1667878912,16.1833,-22.9167,77.61,67,100,12.15
349,Cabedelo,BR,1667878913,-6.9811,-34.8339,75.87,74,69,6.58
350,Pontianak,ID,1667878913,-0.0333,109.3333,76.98,88,75,13.8
351,Lábrea,BR,1667878913,-7.2586,-64.7981,82.08,51,92,1.1
352,Tambun,ID,1667878914,-6.2641,107.0712,87.84,58,20,3.44
353,Pitrufquén,CL,1667878914,-38.9833,-72.65,55.42,88,0,0.94
354,Troitskoye,RU,1667878914,52.9821,84.6757,31.62,68,84,3.83
355,Moose Factory,CA,1667878915,51.2585,-80.6094,30.2,80,100,10.36
356,Marawi,PH,1667878856,7.9986,124.2928,80.64,71,82,3.78
357,Belle Glade,US,1667878735,26.6845,-80.6676,77.02,68,9,15.32
358,Constantine,DZ,1667878915,36.365,6.6147,49.41,53,0,3.44
359,Nabire,ID,1667878915,-3.3667,135.4833,84.78,73,89,5.75
360,Pemangkat,ID,1667878916,1.1667,108.9667,81.79,75,100,3.02
361,Renqiu,CN,1667878916,38.6989,116.0936,59.94,16,3,4.68
362,Akdepe,TM,1667878916,42.0551,59.3788,35.69,64,92,9.69
363,Salekhard,RU,1667878917,66.53,66.6019,15.39,93,94,3.69
364,Kirakira,SB,1667878575,-10.4544,161.9205,84.51,76,28,6.67
365,Waddān,LY,1667878917,29.1614,16.139,58.48,83,7,5.68
366,Darnah,LY,1667878918,32.767,22.6367,66.16,73,1,12.21
367,Birjand,IR,1667878918,32.8663,59.2211,37.87,60,0,6.91
368,San Carlos,VE,1667878918,9.6612,-68.5827,72.34,95,86,2.3
369,Verkhnyaya Inta,RU,1667878919,65.9811,60.3094,27.05,93,100,8.93
370,Alta Floresta,BR,1667878586,-9.8756,-56.0861,73.72,56,8,3.2
371,Tsimmerbude,RU,1667878919,54.675,20.1347,48.96,90,98,13.76
372,Abashiri,JP,1667878919,44.0213,144.2697,52.09,50,75,3.44
373,Conceição do Araguaia,BR,1667878925,-8.2578,-49.2647,73.42,91,100,1.32
374,Manthani,IN,1667878925,18.65,79.6667,74.75,59,100,3.65
375,Zhangaözen,KZ,1667878925,43.3,52.8,32.63,73,1,7.47
376,Sørland,NO,1667878926,67.667,12.6934,42.66,68,7,22.08
377,Binzhou,CN,1667878926,37.3667,118.0167,61.99,34,0,4.79
378,Haines Junction,CA,1667878926,60.7522,-137.5108,-9.45,77,95,2.3
379,Kochubey,RU,1667878927,44.3861,46.5825,49.51,64,100,17.87
380,Provideniya,RU,1667878580,64.3833,-173.3,32.11,86,100,17.9
381,Ilebo,CD,1667878927,-4.3167,20.5833,68.25,97,100,0.92
382,Grand Gaube,MU,1667878927,-20.0064,57.6608,77.38,65,50,10.0
383,Jaynagar-Majilpur,IN,1667878928,22.1758,88.4178,81.84,49,3,5.44
384,Saint-Joseph,RE,1667878428,-21.3667,55.6167,75.58,74,19,5.84
385,Bandarbeyla,SO,1667878504,9.4942,50.8122,78.85,74,5,2.82
386,Kiunga,PG,1667878928,-6.1219,141.2906,79.99,79,100,1.05
387,Valleyview,CA,1667878929,55.0667,-117.2859,3.24,78,100,8.05
388,Sinnamary,GF,1667878929,5.3833,-52.95,76.95,88,100,6.58
389,Pietermaritzburg,ZA,1667878929,-29.6168,30.3928,64.69,96,100,2.51
390,La Roda,ES,1667878930,39.2167,-2.15,50.9,54,14,8.84
391,San Quintín,MX,1667878511,30.4833,-115.95,63.37,87,2,7.14
392,Kununurra,AU,1667878691,-15.7667,128.7333,103.98,17,86,9.22
393,Hervey Bay,AU,1667878930,-25.2986,152.8535,72.63,55,28,18.14
394,Mana,GF,1667878931,5.6592,-53.7767,74.59,94,98,5.08
395,Biltine,TD,1667878519,14.5333,20.9167,75.97,22,5,15.37
396,Alamosa,US,1667878931,37.4695,-105.87,42.78,45,0,10.36
397,Malé,MV,1667878931,4.1748,73.5089,84.15,74,75,9.22
398,Spearfish,US,1667878932,44.4908,-103.8594,50.85,48,0,1.01
399,Ugoofaaru,MV,1667878933,5.6667,73.0,81.16,76,28,9.15
400,Shādegān,IR,1667878933,30.6497,48.6647,58.95,20,100,3.74
401,Ayan,RU,1667878934,56.45,138.1667,17.08,51,100,15.88
402,Inhambane,MZ,1667878830,-23.865,35.3833,77.97,80,34,8.72
403,Vila,PT,1667878477,42.0304,-8.1588,50.88,90,94,7.83
404,Hauterive,FR,1667878934,46.0901,3.4459,57.96,54,95,11.95
405,Fastiv,UA,1667878935,50.0767,29.9177,42.46,75,97,6.91
406,Koungou,YT,1667878935,-12.7336,45.2042,80.31,78,0,8.05
407,Digoin,FR,1667878935,46.4812,3.9795,40.32,93,0,3.44
408,Bantacan,PH,1667878935,7.604,126.1298,86.41,76,90,2.73
409,Kaduqli,SD,1667878936,11.0167,29.7167,71.4,27,57,7.07
410,Whyalla,AU,1667878936,-33.0333,137.5833,84.97,31,100,19.48
411,Greenville,US,1667878937,35.6127,-77.3663,69.13,85,0,4.61
412,Vanimo,PG,1667878439,-2.6741,141.3028,82.09,81,100,1.97
413,Voskresenskoye,RU,1667878937,56.8381,45.4317,33.64,95,100,7.31
414,Kumul,CN,1667878938,42.8,93.45,52.92,22,100,2.98
415,Krasnosel'kup,RU,1667878730,65.7,82.4667,22.71,96,100,8.16
416,Chandler,US,1667878826,33.3062,-111.8412,70.0,38,0,5.75
417,Berlevåg,NO,1667878445,70.8578,29.0864,32.0,93,40,10.36
418,Bathsheba,BB,1667878735,13.2167,-59.5167,83.01,74,40,18.41
419,Omboué,GA,1667878410,-1.5746,9.2618,76.06,92,100,6.29
420,Nouadhibou,MR,1667878944,20.931,-17.0347,67.98,73,16,10.36
421,Cockburn Town,TC,1667878525,21.4612,-71.1419,80.19,73,19,6.69
422,İstisu,AZ,1667878944,40.9457,48.0738,25.47,70,31,5.48
423,Salina,US,1667878945,38.8403,-97.6114,53.31,46,100,9.22
424,Alofi,NU,1667878470,-19.0595,-169.9187,80.49,65,75,14.97
425,Issenye,TZ,1667878945,-2.0,34.3333,65.01,82,92,3.44
426,Shakiso,ET,1667878945,5.75,38.9167,57.79,88,100,2.44
427,Cayenne,GF,1667878946,4.9333,-52.3333,75.24,94,100,1.14
428,Nome,US,1667878946,64.5011,-165.4064,34.16,100,100,27.63
429,Lesnikovo,RU,1667878946,55.2822,65.3175,29.1,97,100,8.32
430,Manado,ID,1667878947,1.487,124.8455,86.77,74,20,2.3
431,Thinadhoo,MV,1667878947,0.5333,72.9333,82.31,76,35,16.89
432,Yayva,RU,1667878947,59.3303,57.2641,31.17,97,97,4.83
433,Huarmey,PE,1667878464,-10.0681,-78.1522,64.63,84,53,7.63
434,Iqaluit,CA,1667878948,63.7506,-68.5145,15.53,66,75,4.61
435,Husavik,IS,1667878524,66.0449,-17.3389,39.88,92,100,13.11
436,Aktau,KZ,1667878948,43.65,51.2,32.58,76,16,12.75
437,Muli,MV,1667878948,2.9167,73.5667,81.63,74,14,8.97
438,Voiron,FR,1667878949,45.3639,5.5921,53.1,85,100,1.01
439,Whitehorse,CA,1667878932,60.7161,-135.0538,5.02,77,75,18.41
440,Port-Gentil,GA,1667878949,-0.7193,8.7815,79.02,83,100,9.71
441,Havre-St-Pierre,CA,1667878471,50.2334,-63.5986,41.0,87,0,20.71
442,Moyale,KE,1667878950,3.5167,39.0584,67.03,83,100,5.32
443,San Borja,BO,1667878950,-14.8167,-66.85,70.93,60,3,3.27
444,Gornorechenskiy,RU,1667878950,44.2624,135.1133,42.04,56,10,11.45
445,Sakakah,SA,1667878726,29.9697,40.2064,62.17,52,37,10.42
446,Tungor,RU,1667878951,53.3808,142.9564,26.2,60,67,17.47
447,Fare,PF,1667878951,-16.7,-151.0167,78.33,76,11,8.08
448,Lensk,RU,1667878951,60.7253,114.9278,22.98,87,100,10.65
449,Alice Springs,AU,1667878952,-23.7,133.8833,96.35,13,70,14.97
450,Babu,CN,1667878952,24.4167,111.5167,82.96,48,42,2.06
451,Baykit,RU,1667878908,61.67,96.37,16.41,91,93,3.96
452,Coquimbo,CL,1667878429,-29.9533,-71.3436,56.93,94,100,6.91
453,Ndjolé,GA,1667878953,-0.1783,10.7649,72.99,99,100,0.13
454,Safi,MA,1667878953,32.2994,-9.2372,64.9,77,96,5.14
455,Turaif,SA,1667878788,31.6725,38.6637,52.05,82,0,9.22
456,Acaraú,BR,1667878953,-2.8856,-40.12,78.66,72,17,13.0
457,Pathein,MM,1667878954,16.7833,94.7333,82.58,65,94,7.29
458,Camacha,PT,1667878954,33.0833,-16.3333,63.82,94,40,3.44
459,Anadyr,RU,1667878954,64.75,177.4833,27.1,92,75,17.9
460,Gewanē,ET,1667878955,10.1664,40.6453,77.4,49,5,1.52
461,Shimoda,JP,1667878955,34.6667,138.95,68.36,59,5,5.48
462,Lamu,KE,1667878955,-2.2717,40.902,75.42,83,36,8.7
463,Naukot,PK,1667878956,24.8587,69.4024,79.97,31,0,6.87
464,Manaus,BR,1667878790,-3.1019,-60.025,79.29,89,40,2.3
465,Rīngas,IN,1667878956,27.35,75.5667,78.21,37,69,6.22
466,Magadan,RU,1667878961,59.5667,150.8,20.53,75,88,14.36
467,Zaysan,KZ,1667878962,47.4667,84.8667,48.06,47,98,7.96
468,Linhares,BR,1667878962,-19.3911,-40.0722,64.99,85,67,2.26
469,Middelburg,ZA,1667878962,-25.7751,29.4648,62.11,83,100,9.53
470,Presidencia Roque Sáenz Peña,AR,1667878963,-26.7852,-60.4388,69.01,42,100,6.58
471,Zeya,RU,1667878963,53.75,127.2667,24.8,71,23,2.84
472,Bayanday,RU,1667878963,53.0661,105.5139,28.29,55,98,9.26
473,Port Hedland,AU,1667878964,-20.3167,118.5667,82.45,39,0,24.16
474,São José da Coroa Grande,BR,1667878964,-8.8978,-35.1478,75.25,84,8,3.24
475,Suda,RU,1667878457,59.1525,37.5582,37.51,98,100,7.4
476,Eugene,US,1667878947,44.0521,-123.0867,42.94,90,75,5.75
477,Guatire,VE,1667878964,10.4762,-66.5427,72.48,93,81,3.65
478,Kontagora,NG,1667878965,10.3999,5.4695,69.66,32,91,4.72
479,Namatanai,PG,1667878965,-3.6667,152.4333,83.52,73,100,7.38
480,Chapais,CA,1667878547,49.7834,-74.8492,28.18,83,100,17.25
481,Maragogi,BR,1667878828,-9.0122,-35.2225,74.71,85,11,2.55
482,Abéché,TD,1667878966,13.8292,20.8324,75.65,23,14,13.11
483,Skellefteå,SE,1667878966,64.7507,20.9528,25.16,100,6,4.61
484,Westport,US,1667878966,41.1415,-73.3579,60.03,41,0,14.97
485,Talnakh,RU,1667878967,69.4865,88.3972,-9.8,100,92,5.26
486,Abnūb,EG,1667878967,27.2696,31.1511,61.02,58,36,5.44
487,Canchungo,GW,1667878967,12.0672,-16.0333,74.16,67,98,6.53
488,Halifax,CA,1667878745,44.6453,-63.5724,54.5,63,71,8.99
489,Kurtamysh,RU,1667878968,54.9103,64.4319,25.25,96,99,5.95
490,Jacksonville,US,1667878597,30.3322,-81.6556,75.31,78,20,10.36
491,Harindānga,IN,1667878968,22.0383,88.3214,82.33,48,4,6.26
492,Chernyshevskiy,RU,1667878872,63.0128,112.4714,16.36,91,100,1.7
493,Bay Roberts,CA,1667878969,47.5999,-53.2648,58.33,96,100,11.01
494,Shāhpur,IN,1667878969,16.7,76.8333,78.06,51,61,6.08
495,Ust'-Ishim,RU,1667878969,57.6935,71.1665,28.92,75,100,4.56
496,Mirpur Mathelo,PK,1667878970,28.0227,69.5489,76.05,40,80,14.18
497,Kenai,US,1667878970,60.5544,-151.2583,26.15,93,100,10.36
498,Pueblo,US,1667878967,38.2545,-104.6091,48.85,58,0,5.75
499,Santa Rosa,PH,1667878723,14.3122,121.1114,86.09,75,98,10.78
500,Mangochi,MW,1667878970,-14.4782,35.2645,78.49,47,31,2.26
501,San Miguel de Cozumel,MX,1667878947,20.5083,-86.9458,80.67,78,40,4.61
502,Rio Grande,BR,1667878672,-32.035,-52.0986,61.52,78,91,14.56
503,Kiruna,SE,1667878971,67.8557,20.2251,27.52,80,100,6.91
504,Zharkent,KZ,1667878971,44.1628,80.0,49.42,71,100,3.0
505,Beira,MZ,1667878972,-19.8436,34.8389,77.47,80,74,5.82
506,Aljezur,PT,1667878972,37.3191,-8.8033,64.81,90,100,7.56
507,Tegul'det,RU,1667878507,57.3064,88.1667,25.7,89,80,4.41
508,Nha Trang,VN,1667878886,12.25,109.1833,86.0,64,100,8.72
509,Khovd,MN,1667878818,48.0056,91.6419,44.42,32,100,7.65
510,Traverse City,US,1667878973,44.7631,-85.6206,42.87,74,0,5.75
511,Caravelas,BR,1667878973,-17.7125,-39.2481,69.64,75,81,4.5
512,Pangai,TO,1667878427,-19.8,-174.35,78.91,69,20,9.22
513,Okhotsk,RU,1667878388,59.3833,143.3,8.28,62,5,20.15
514,Hirara,JP,1667878978,24.8,125.2833,76.86,88,75,16.11
515,Oyama,JP,1667878979,36.3,139.8,71.58,32,0,1.77
516,Turukhansk,RU,1667878979,65.8167,87.9833,19.29,96,100,8.9
517,Muros,ES,1667878979,42.7762,-9.0603,61.09,83,100,16.06
518,Acajutla,SV,1667878980,13.5928,-89.8275,78.22,82,45,4.47
519,Paragominas,BR,1667878980,-2.9667,-47.4833,72.55,97,100,2.48
520,Egvekinot,RU,1667878980,66.3167,-179.1667,20.01,85,100,15.21
521,Antalaha,MG,1667878498,-14.9003,50.2788,74.35,67,64,5.39
522,Vilhena,BR,1667878981,-12.7406,-60.1458,68.99,42,4,0.63
523,Bismarck,US,1667878981,46.8083,-100.7837,31.06,70,100,18.41
524,Nantucket,US,1667878978,41.2835,-70.0995,62.71,43,0,18.41
525,Deputatsky,RU,1667878455,69.3,139.9,-6.97,93,100,5.61
526,Maués,BR,1667878982,-3.3836,-57.7186,73.02,98,87,1.28
527,Skjervøy,NO,1667878982,70.0311,20.9714,35.6,74,15,8.12
528,Laramie,US,1667878982,41.3114,-105.5911,42.1,59,0,17.27
529,Kargasok,RU,1667878504,59.0556,80.8572,26.24,87,100,5.79
530,Caceres,ES,1667878983,39.522,-6.3748,59.34,94,98,10.42
531,Kailua,US,1667878983,21.4022,-157.7394,84.18,69,0,11.5
532,Yar-Sale,RU,1667878983,66.8333,70.8333,22.26,97,100,3.2
533,Cooma,AU,1667878984,-36.2333,149.1333,66.25,63,21,4.0
534,Salym,RU,1667878984,60.0625,71.4789,20.98,94,99,7.67
535,Laas,IT,1667878503,46.6166,10.7002,35.37,52,44,1.25
536,Nyrob,RU,1667878985,60.733,56.7202,26.58,96,100,5.77
537,Beclean,RO,1667878985,47.1833,24.1833,50.31,94,97,2.24
538,Suffolk,US,1667878985,40.8668,-72.7996,59.92,44,0,13.8
539,Bubaque,GW,1667878855,11.2833,-15.8333,83.68,61,80,12.64
540,Byron Bay,AU,1667878552,-28.65,153.6167,66.94,80,95,6.89
541,Udachny,RU,1667878986,66.4167,112.4,-5.75,99,95,2.89
542,Vanavara,RU,1667878509,60.34,102.2797,19.15,87,99,10.16
543,Kingsville,US,1667878870,27.5159,-97.8561,76.03,92,20,5.75
544,Teseney,ER,1667878986,15.11,36.6575,76.8,62,0,5.97
545,Uglovoye,UA,1667878987,44.8215,33.6045,47.01,83,35,8.81
546,Samarai,PG,1667878444,-10.6167,150.6667,84.18,69,26,8.55
547,Cukai,MY,1667878987,4.25,103.4167,83.37,74,67,8.99
548,San Vicente,AR,1667878864,-26.6167,-54.1333,50.56,88,0,3.36
549,Wangaratta,AU,1667878988,-36.3667,146.3333,78.31,45,2,4.45
550,Malangali,TZ,1667878988,-8.5667,34.85,63.03,79,55,7.0
551,Izhma,RU,1667878988,65.0083,53.9113,30.11,98,99,5.73
552,Pilar,BR,1667878989,-9.5972,-35.9567,73.33,94,82,2.77
553,Maniitsoq,GL,1667878989,65.4167,-52.9,16.48,55,0,6.8
554,Havøysund,NO,1667878395,70.9963,24.6622,39.43,76,38,7.61
555,Trofors,NO,1667878990,65.5333,13.4063,30.07,82,6,3.09
556,Lukovetskiy,RU,1667878990,64.2956,41.9211,35.55,99,100,4.94
557,Port Blair,IN,1667878990,11.6667,92.75,80.78,78,96,11.83
558,Ipixuna,BR,1667878996,-1.7625,-48.8043,73.29,96,100,2.24
559,Altay,CN,1667878903,47.8667,88.1167,47.05,37,90,2.84
560,Hofn,IS,1667878996,64.2539,-15.2082,43.0,91,100,25.34
561,Mweka,CD,1667878996,-4.85,21.5667,65.39,94,100,1.03
562,Denpasar,ID,1667878400,-8.65,115.2167,85.71,74,40,3.44
